21CQ003BFR-G;21CQ;T14s G3 R5 Pro 6650U/16GB/512M2/WUXGA/4U/F/W11P;2;834;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;FR;FR;THINKPAD T14S G3;21CQ003BFR;5715251229234;Bluetooth 5.2;1920 x 1200;14";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon 660M;n/a;AMD Ryzen 5 Pro 6650U;Windows 10 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21CQ003BFR-G;0;n/a;Yes; 
21CQ0046MX-G;21CQ;T14s G3 R7 Pro 6850U/32GB/1TBM2/WUXGA/4/C(IR)/W11P;2;1010;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;NORDICS;NORDICS;THINKPAD T14S G3;21CQ0046MX;5715251202299;Bluetooth;1920 x 1200 WUXGA;14";1TB SSD M.2;n/a;32GB;AMD Radeon Graphics;n/a;OctalCore AMD Ryzen 7 Pro 6850U;Windows 11 Pro;WiFi;n/a;Black;ES.FOXWAY.DK/ITEM/21CQ0046MX-G;0;n/a;Yes; 
21CRS00J03-G;21CR;T14s G3 R5 Pro 6650U/16GB/256M2/WUXGA/4/C(IR)/W11P;1;848;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;MHIT;CH;THINKPAD T14S G3;21CRS00J03;5715251241250;Bluetooth 5.1;1920 x 1200;14";256GB SSD M.2;n/a;16GB;AMD Radeon 660M;n/a;AMD Ryzen 5 Pro 6650U;Windows 10 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21CRS00J03-G;0;n/a;Yes; 
21CRS07H0Y-G;21CR;T14s G3 R7 Pro 6850U/16GB/512M2/WUXGA/N/C(IR)/W11P;1;829;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;MH;GB;THINKPAD T14S G3;21CRS07H0Y;5715251247245;Bluetooth 5.1;1920 x 1200;14";512GB SSD M.2;n/a;16GB;AMD Radeon 680M;n/a;AMD Ryzen 7 Pro 6850U;Windows 10 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21CRS07H0Y-G;0;n/a;Yes; 
21CRS09M00-G;21CR;T14s G3 R7 Pro 6850U/16GB/512M2/WUXGA/4U/NOOS;2;703;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;n/a;CH;THINKPAD T14S G3;21CRS09M00;5707271573008;Bluetooth 5.1;1920 x 1200;14";512GB SSD M.2;n/a;16GB;AMD Radeon 680M;n/a;AMD Ryzen 7 Pro 6850U;n/a;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21CRS09M00-G;0;n/a;Yes; 
21CRS0EL0L-G;21CR;T14s G3 R5 Pro 6650U/32GB/256M2/WUXGA/MT/F/W11P;1;845;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;FR;FR;THINKPAD T14S G3;21CRS0EL0L;5715251200424;Bluetooth 5.1;1920 x 1200;14";256GB SSD M.2;n/a;16GB;AMD Radeon 660M;n/a;AMD Ryzen 5 Pro 6650U;Windows 10 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21CRS0EL0L-G;0;n/a;Yes; 
21CRS13700-G;21CR;T14s G3 R5 Pro 6650U/32GB/512M2/WUXGA/MT/F/W11P;1;798;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;GB;GB;THINKPAD T14S G3;21CRS13700;5715251228558;Bluetooth 5.1;1920 x 1200;14";512GB SSD M.2;n/a;32GB;AMD Radeon 660M;n/a;AMD Ryzen 5 Pro 6650U;Windows 10 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21CRS13700-G;0;n/a;Yes; 
21CX000DUK-G;21CX;TB 14 G4+ IAP i5-1235U/16GB/512M2/WUXGA/F/C/W11P;2;512;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;GB;GB;THINKBOOK 14 G4+ IAP;21CX000DUK;5715251223898;Bluetooth 5.2;1920 x 1200;14";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1235U;Windows 11 Pro;WiFi;14" - IPS;Silver;ES.FOXWAY.DK/ITEM/21CX000DUK-G;0;n/a;Yes; 
21CX0041GE-G;21CX;TB 14 G4+ IAP i5-1235U/16GB/512M2/2.2K/F/C(IR)/W11;1;588;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKBOOK 14 G4+ IAP;21CX0041GE;5715251164078;Bluetooth 5.1;2240 x 1400;14";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1235U;Windows 11 Pro;WiFi;14" - IPS;Silver;ES.FOXWAY.DK/ITEM/21CX0041GE-G;0;n/a;Yes; 
21CY0053MB-G;21CY;TB 16 G4+ IAP i5-1235U/16GB/512M2/WUXGA/C(IR)/W11P;1;529;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;MHNL;BE;THINKPAD 16 G4+ IAP;21CY0053MB;5715251244176;Bluetooth 5.1;1920 x 1200;16";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1235U;Windows 11 Pro;WiFi;16" - IPS;Silver;ES.FOXWAY.DK/ITEM/21CY0053MB-G;0;n/a;Yes; 
21CY005EIX-G;21CY;TB 16 G4+ IAP i5-1235U/16GB/512M2/WUXGA/C/W11P;2;672;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;IT;IT;THINKPAD 16 G4+ IAP;21CY005EIX;5707271582314;Bluetooth 5.1;1920 x 1200;16";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1235U;Windows 11 Pro;WiFi;16" - IPS;Silver;ES.FOXWAY.DK/ITEM/21CY005EIX-G;0;n/a;Yes; 
21D2002CFR-G;21D2;Z13 G1 R5 Pro 6650U/16GB/512M2/WUXGA/F/C(IR)/W11P;1;683;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;FR;FR;THINKPAD Z13 G1;21D2002CFR;5707271570977;Bluetooth 5.2;1920 x 1200;13";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon 660M;n/a;AMD Ryzen 5 Pro 6650U;Windows 11 Pro;WiFi;13.3" - IPS;Black;ES.FOXWAY.DK/ITEM/21D2002CFR-G;0;n/a;Yes; 
21D2002LMB-G;21D2;Z13 G1 5 Pro 6650U/16GB/512M2/WUXGA/4/F/C(IR)/W11P;1;732;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MH;BE;THINKPAD Z13 G1;21D2002LMB;5707271570892;Bluetooth 5.2;1920 x 1200;13";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon 660M;n/a;AMD Ryzen 5 Pro 6650U;Windows 10 Pro;WiFi;13.3" - IPS;Silver;ES.FOXWAY.DK/ITEM/21D2002LMB-G;0;n/a;Yes; 
21D2002YMZ-G;21D2;Z13 G1 R5 Pro 6650U/16GB/512M2/WUXGA/F/C(IR)/W11P;1;711;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MH;CH;THINKPAD Z13 G1;21D2002YMZ;5715251247368;Bluetooth 5.2;1920 x 1200;13";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon 660M;n/a;AMD Ryzen 5 Pro 6650U;Windows 11 Pro;WiFi;13.3" - IPS;Silver;ES.FOXWAY.DK/ITEM/21D2002YMZ-G;0;n/a;Yes; 
21D6000XIX-G;21D6;P16 G1 i5-12600HX/8GB/512M2/WUXGA/GC/4U/F/C/W11P;1;1179;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;IT;IT;THINKPAD P16 G1;21D6000XIX;5715251202367;Bluetooth 5.1;1920 x 1200;16";512GB SSD NVMe M.2;n/a;16GB;Intel UHD Graphics;NVIDIA RTX A1000;Intel Core i5 12600HX;Windows 10 Pro;WiFi;16" - IPS;Black;ES.FOXWAY.DK/ITEM/21D6000XIX-G;0;n/a;n/a; 
21D8000EMX-G;21D8;P15v G3 i7-12700H/16GB/512M2/FHD/GC/4U/F/W11P;1;1334;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;NORDICS;NORDICS;THINKPAD P15V G3;21D8000EMX;5715251156059;Bluetooth 5.2;1920 x 1080;15";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;NVIDIA T1200;Intel Core i7 12700H;Windows 10 Pro;WiFi;15.6" - IPS;Black;ES.FOXWAY.DK/ITEM/21D8000EMX-G;0;n/a;Yes; 
21DC006WFR-G;21DC;P1 G5 i7-12800H/16GB/512M2/WQXGA/GC/C(IR)/W11P;2;1227;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;FR;FR;THINKPAD P1 G5;21DC006WFR;5715251258593;Bluetooth;2560x1600(2K);16";512GB SSD M.2;n/a;16GB;Intel(R) UHD Graphics;NVIDIA RTX A2000 Laptop;6C+8c Intel Core i7-12800H;Windows 11 Pro;WiFi;n/a;Black;ES.FOXWAY.DK/ITEM/21DC006WFR-G;0;n/a;Yes; 
21DH000KGE-G;21DH;TB 14 G4 IAP i5-1235U/8GB/256M2/FHD/F/C/W11P;1;451;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKPAD 14 G4 IAP;21DH000KGE;5715251135597;Bluetooth 5.2;1920 x 1080;14";256GB SSD NVMe M.2;n/a;8GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1235U;Windows 11 Pro;WiFi;14" - IPS;Silver;ES.FOXWAY.DK/ITEM/21DH000KGE-G;0;n/a;Yes; 
21DH00BLMB-G;21DH;TB 14 G4 IAP i5-1235U/16GB/512M2/FHD/C/W11P;2;414;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MHNL;BE;THINKPAD 14 G4 IAP;21DH00BLMB;5715251240291;Bluetooth 5.2;1920 x 1080;14";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1235U;Windows 11 Pro;WiFi;14" - IPS;Silver;ES.FOXWAY.DK/ITEM/21DH00BLMB-G;0;n/a;Yes; 
21DJ000CGE-G;21DJ;TB 15 G4 IAP i5-1235U/8GB/256M2/FHD/C/W11P;1;460;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKBOOK 15 G4 IAP;21DJ000CGE;5715251166881;Bluetooth 5.2;1920 x 1080;15";256GB SSD NVMe M.2;n/a;8GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1235U;Windows 11 Pro;WiFi;15.6" - IPS;Silver;ES.FOXWAY.DK/ITEM/21DJ000CGE-G;0;n/a;Yes; 
21DJ000DSP-G;21DJ;TB 15 G4 IAP i7-1255U/16GB/512M2/FHD/C/W11P;1;561;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;ES;ES;THINKBOOK 15 G4 IAP;21DJ000DSP;5715251241281;Bluetooth 5.2;1920 x 1080;15";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i7 1255U;Windows 11 Pro;WiFi;15.6" - IPS;Silver;ES.FOXWAY.DK/ITEM/21DJ000DSP-G;0;n/a;n/a; 
21DKS00Q00-G;21DK;TB 14 G4 ABA R3 5425U/8GB/128M2/FHD/F/C/W11P;1;313;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MHNL;BE;THINKPAD 14 G4;21DKS00Q00;5715251261869;Bluetooth 5.1;1920 x 1080;14";128GB SSD M.2;n/a;8GB;AMD Radeon Graphics;n/a;AMD Ryzen 3 5425U;Windows 11 Pro;WiFi;14" - IPS;Silver;ES.FOXWAY.DK/ITEM/21DKS00Q00-G;0;n/a;Yes; 
21DL0007UK-G;21DL;TB 15 G4 ABA R3 5425U/8GB/256M2/FHD/C/W11P;1;366;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;GB;GB;THINKBOOK 15 G4 ADA;21DL0007UK;5715251220217;Bluetooth 5.1;1920 x 1080;15";256GB SSD NVMe M.2;n/a;8GB;AMD Radeon Graphics;n/a;AMD Ryzen 3 5425U;Windows 11 Pro;WiFi;15.6" - IPS;Silver;ES.FOXWAY.DK/ITEM/21DL0007UK-G;0;n/a;Yes; 
21DL0047IX-G;21DL;TB 15 G4 ABA R7 5825U/16GB/512M2/FHD/F/C/W11P;1;550;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;IT;IT;THINKBOOK 15 G4 ADA;21DL0047IX;5715251262149;Bluetooth 5.1;1920 x 1080;15";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon Graphics;n/a;AMD Ryzen 7 5825U;Windows 11 Pro;WiFi;15.6" - IPS;Silver;ES.FOXWAY.DK/ITEM/21DL0047IX-G;0;n/a;Yes; 
21DL009EMH-G;21DL;TB 15 G4 ABA R5 5625U/16GB/256M2/FHD/F/C/W11P;1;468;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MHNL;US/I;THINKBOOK 15 G4 ADA;21DL009EMH;5715251258845;Bluetooth 5.1;1920 x 1080;15";256GB SSD NVMe M.2;n/a;16GB;AMD Radeon Graphics;n/a;AMD Ryzen 5 5625U;Windows 11 Pro;WiFi;15.6" - IPS;Silver;ES.FOXWAY.DK/ITEM/21DL009EMH-G;0;n/a;Yes; 
21DLA05VSP-G;21DL;TB 15 G4 ABA R5 5625U/16GB/1TBM2/FHD/F/C/W11P;1;605;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;ES;ES;THINKBOOK 15 G4 ADA;21DLA05VSP;5715251196932;Bluetooth;1920 x 1080 (FHD);15";1TB SSD M.2;n/a;16GB;AMD Radeon (TM) Graphics (2 GB);n/a;HexaCore AMD Ryzen 5 5625U;Windows 11 Pro;WiFi;n/a;Silver;ES.FOXWAY.DK/ITEM/21DLA05VSP-G;0;n/a;Yes; 
21DM0020MH-G;21DM;TB 14s Yoga IAP i5-1235U/16GB/256M2/FHD/MT/F/C/W10;1;609;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MH;US/I;THINKBOOK 14S YOGA G2 IAP;21DM0020MH;5715251212991;Bluetooth 5.2;1920 x 1080;14";256GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1235U;Windows 11 Pro;WiFi;14" - IPS;Blue;ES.FOXWAY.DK/ITEM/21DM0020MH-G;0;n/a;Yes; 
21EB0040UK-G;21EB;E14 G4 R5 5625U/16GB/512M2/FHD/F/C(IR)/W11P;1;534;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MHNL;GB;THINKPAD E14 G4;21EB0040UK;5715251243261;Bluetooth 5.2;1920 x 1080;14";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon Graphics;n/a;AMD Ryzen 5 5625U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21EB0040UK-G;0;n/a;Yes; 
21EB0041IX-G;21EB;E14 G4 R7 5825U/16GB/512M2/FHD/F/C(IR)/W11P;1;492;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;IT;IT;THINKPAD E14 G4;21EB0041IX;5715251123198;Bluetooth 5.2;1920 x 1080;14";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon Graphics;n/a;AMD Ryzen 7 5825U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21EB0041IX-G;0;n/a;Yes; 
21EB0042GE-G;21EB;E14 G4 R5 5625U/8GB/256M2/FHD/F/C(IR)/W11P;1;447;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKPAD E14 G4;21EB0042GE;5715251108133;Bluetooth 5.2;1920 x 1080;14";256GB SSD NVMe M.2;n/a;8GB;AMD Radeon Graphics;n/a;AMD Ryzen 5 5625U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21EB0042GE-G;0;n/a;Yes; 
21EB0052PG-G;21EB;E14 G4 R5 5625U/16GB/512M2/FHD/C(IR)/W11P;1;456;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;PT;PT;THINKPAD E14 G4;21EB0052PG;5715251229340;Bluetooth 5.1;1920 x 1080;14";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon Graphics;n/a;AMD Ryzen 5 5625U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21EB0052PG-G;0;n/a;Yes; 
21EBX014UK-G;21EB;E14 G4 R5 5625U/8GB/256M2/FHD/F/C(IR)/W11P;1;454;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;GB;GB;THINKPAD E14 G4;21EBX014UK;5715251255011;Bluetooth 4.0;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;8GB;AMD Radeon (TM) Graphics (1 GB);n/a;HexaCore AMD Ryzen 5 5625U;Windows 11 Pro;WiFi;n/a;Black;ES.FOXWAY.DK/ITEM/21EBX014UK-G;0;n/a;Yes; 
21ECS00000-G;21EC;E14 G4 R5 5625U/16GB/512M2/FHD/C(IR)/NOOS;1;385;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;n/a;DE;THINKPAD E14 G4;21ECS00000;5715251099639;Bluetooth 5.2;1920 x 1080;14";512GB SSD M.2;n/a;16GB;AMD Radeon Graphics;n/a;AMD Ryzen 5 5625U;No OS;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21ECS00000-G;0;n/a;Yes; 
21ECS1EM00-G;21EC;E14 G4 R7 5825U/40GB/512M2/FHD/F/C(IR)/W11P;1;603;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;IT;IT;THINKPAD E14 G4;21ECS1EM00;5715251201957;Bluetooth 4.0;1920 x 1080 (FHD);14";512GB SSD M.2;n/a;40GB;AMD Radeon (TM) Graphics (1 GB);n/a;OctalCore AMD Ryzen 7 5825U;Windows 11 Pro;WiFi;n/a;Black;ES.FOXWAY.DK/ITEM/21ECS1EM00-G;0;n/a;Yes; 
21EX0038GE-G;21F2;X13 G4 i5-1335U/16GB/512M2/WUXGA/4/C(IR)/W11P;1;809;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKPAD X13 G4;21EX0038GE;5707271581607;Bluetooth 5.1;1920 x 1200;13";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1335U;Windows 11 Pro;WiFi;13.3" - IPS;Black;ES.FOXWAY.DK/ITEM/21EX0038GE-G;0;n/a;Yes; 
21F2001EMZ-G;21F2;X13 Yoga G4 i7-1355U/16GB/512M2/WUXGA/MT/4/W11P;1;944;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MH;CH;THINKPAD X13 YOGA G4;21F2001EMZ;5715251240215;Bluetooth 5.1;1920 x 1200;13";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i7 1355U;Windows 11 Pro;WiFi;13.3" - IPS;Black;ES.FOXWAY.DK/ITEM/21F2001EMZ-G;0;n/a;n/a; 
21F3S41900-G;21F3;X13 Yoga G4 i5-1345U/16GB/256M2/WUXGA/4/C(IR)/W11P;1;825;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;ES;ES;THINKPAD X13 YOGA G4;21F3S41900;5715251256414;Bluetooth;1920 x 1200 Multitouch;13";256GB SSD M.2;n/a;16GB;Intel(R) Iris(R) Xe Graphics;n/a;2C+8c Intel Core i5-1345U;Windows 11 Pro;WiFi;n/a;Black;ES.FOXWAY.DK/ITEM/21F3S41900-G;0;n/a;n/a; 
21F8000KGE-G;21F8;T14s G4 R5 Pro 7540U/32GB/512M2/WUXGA/C(IR)/W11P;1;913;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKPAD T14S G4;21F8000KGE;5715251240420;Bluetooth 5.1;1920 x 1200;14";512GB SSD NVMe M.2;n/a;32GB;AMD Radeon 740M;n/a;AMD Ryzen 5 Pro 7540U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21F8000KGE-G;0;n/a;n/a; 
21F9S0RQ00-G;21F9;T14s G4 R5 Pro 7540U/16GB/512M2/WUXGA/4/C(IR)/W11P;1;803;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;ES;ES;THINKPAD T14S G4;21F9S0RQ00;5715251256285;Bluetooth;1920 x 1200 WUXGA;14";512GB SSD M.2;n/a;16GB;AMD Radeon 740M;n/a;HexaCore AMD Ryzen 5 Pro 7540U;Windows 11 Pro;WiFi;n/a;Black;ES.FOXWAY.DK/ITEM/21F9S0RQ00-G;0;n/a;n/a; 
21F9S0TA00-G;21F9;T14s G4 R5 Pro 7540U/16GB/256M2/WUXGA/4U/W11P;3;894;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;NORDICS;NORDICS;THINKPAD T14S G4;21F9S0TA00;5715251258159;Bluetooth 5.3;1920 x 1200;14";256GB SSD M.2;n/a;16GB;AMD Radeon 740M;n/a;AMD Ryzen 5 Pro 7540U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21F9S0TA00-G;0;n/a;n/a; 
21FA000JGE-G;21FA;P16 G2 i9-13980HX/64GB/2TBM2/WUXGA/4U/F/C/W11P;1;2145;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKPAD P16 G2;21FA000JGE;5715251239776;Bluetooth 5.1;1920 x 1200;16";2TB SSD NVMe M.2;n/a;64GB;Intel UHD Graphics;Intel Arc Pro A30M;Intel Core i9 13980HX;Windows 11 Pro;WiFi;16" - IPS;Black;ES.FOXWAY.DK/ITEM/21FA000JGE-G;0;n/a;Yes; 
21FG000BGE-G;21FG;L13 G4 i5-1335U/16GB/512M2/WUXGA/4U/C(IR)/W11P;1;657;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKPAD L13 GEN 4;21FG000BGE;5715251220903;Bluetooth 5.1;1920 x 1200;13";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1335U;Windows 11 Pro;WiFi;13.3" - IPS;Black;ES.FOXWAY.DK/ITEM/21FG000BGE-G;0;n/a;Yes; 
21FKS0EF00-G;21FK;L13 Yoga G4 i5-1335U/8GB/256M2/WUXGA/MT/C(IR)/W11P;1;594;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;MH;BE;THINKPAD L13 YOGA G4;21FKS0EF00;5715251256346;Bluetooth;1920 x 1200 Multitouch;13";256GB SSD M.2;n/a;8GB;Intel(R) Iris(R) Xe Graphics;n/a;2C+8c Intel Core i5-1335U;Windows 11 Pro;WiFi;n/a;Black;n/a;0;n/a;n/a; 
21FN0007GE-G;21FN;L13 G4 R5 Pro 7530U/16GB/512M2/WUXGA/4U/W11P;1;523;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;n/a;21FN0007GE;5707271575064;Bluetooth 5.1;1920 x 1200;13";512GB SSD NVMe M.2;n/a;16GB;AMD Radeon Graphics;n/a;AMD Ryzen 5 Pro 7530U;Windows 11 Pro;WiFi;13.3" - IPS;Black;ES.FOXWAY.DK/ITEM/21FN0007GE-G;0;n/a;Yes; 
21FRS01J00-G;21FR;L13 Yoga G4 R5 Pro 7530U/8GB/512M2/WUXGA/MT/W11P;1;577;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKPAD L13 YOGA G4;21FRS01J00;5715251234825;Bluetooth;1920 x 1200 Multitouch;13";512GB SSD M.2;n/a;8GB;AMD Radeon (TM) Graphics (1 GB);n/a;HexaCore AMD Ryzen 5 Pro 7530U;Windows 11 Pro;WiFi;n/a;Black;ES.FOXWAY.DK/ITEM/21FRS01J00-G;0;n/a;Yes; 
21FV000VGE-G;21FV;P1 G6 i7-13700H/32GB/1TBM2/WUXGA/GC/C(IR)/W11P;1;1939;GOLD;LENOVO;NOTEBOOK;1YR CCR;1 Year Carry-in Warranty;DE;DE;THINKPAD P1 G6;21FV000VGE;5715251242899;Bluetooth 5.1;1920 x 1200;16";1TB SSD NVMe M.2;n/a;32GB;Intel Iris Xe Graphics;NVIDIA RTX A1000;Intel Core i7 13700H;Windows 11 Pro;WiFi;16" - IPS;Black;ES.FOXWAY.DK/ITEM/21FV000VGE-G;0;n/a;Yes; 
21HD0045MX-G;21HD;T14 G4 i5-1335U/16GB/256M2/WUXGA/4U/C(IR)/W11P;1;1010;GOLD;LENOVO;NOTEBOOK;3YR ONSITE;3 Years Onsite Warranty;NORDICS;NORDICS;THINKPAD T14 G4;21HD0045MX;5715251197939;Bluetooth 5.1;1920 x 1200;14";256GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i5 1335U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21HD0045MX-G;0;n/a;Yes; 
21HES3M603-G;21HE;T14 G4 i5-1345U/32GB/256M2/WUXGA/C(IR)/W11P;1;1065;GOLD;LENOVO;NOTEBOOK;3YR ONSITE;3 Years Onsite Warranty;NORDICS;NORDICS;THINKPAD T14 G4;21HES3M603;5715251240239;Bluetooth;1920 x 1200 WUXGA;14";256GB SSD M.2;n/a;32GB;Intel(R) Iris(R) Xe Graphics;n/a;2C+8c Intel Core i5-1345U;Windows 11 Pro;WiFi;n/a;Black;ES.FOXWAY.DK/ITEM/21HES3M603-G;0;n/a;n/a; 
21HF000RFR-G;21HF;P14s G4 i7-1360P/16GB/512M2/WUXGA/GC/4U/C(IR)/W11P;2;1034;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;FR;FR;THINKPAD P14S G4;21HF000RFR;5715251258418;Bluetooth 5.1;1920 x 1200;14";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;NVIDIA RTX A500;Intel Core i7 1360P;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21HF000RFR-G;0;n/a;n/a; 
21HM004GFR-G;21HM;X1 Carbon G11 i7-1355U/16GB/512M2/WUXGA/N/4U/W11P;1;1354;GOLD;LENOVO;NOTEBOOK;3YR CCR;3 Years Carry-in Warranty;FR;FR;THINKPAD X1 CARBON G11;21HM004GFR;5715251212373;Bluetooth 5.1;1920 x 1200;14";512GB SSD NVMe M.2;n/a;16GB;Intel Iris Xe Graphics;n/a;Intel Core i7 1355U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/21HM004GFR-G;0;n/a;n/a; 
